1000,0.002574,0.002409
2000,0.004390,0.004106
3000,0.008417,0.008009
4000,0.008375,0.007835
5000,0.012918,0.012263
6000,0.011254,0.010446
7000,0.013368,0.012454
8000,0.014897,0.013858
9000,0.018456,0.017277
10000,0.019663,0.018375
11000,0.022374,0.020947
12000,0.020989,0.019432
13000,0.023995,0.022321
14000,0.026303,0.024514
15000,0.029547,0.027589
16000,0.031220,0.029167
17000,0.032214,0.030035
18000,0.035571,0.033268
19000,0.034174,0.031744
20000,0.037064,0.034537
21000,0.038618,0.035964
22000,0.041443,0.038637
23000,0.040036,0.037104
24000,0.047042,0.043979
25000,0.047428,0.044166
26000,0.048162,0.044841
27000,0.050962,0.047495
28000,0.053828,0.050273
29000,0.055218,0.051509
30000,0.058161,0.054351
31000,0.053595,0.049370
32000,0.060987,0.056916
33000,0.063419,0.059232
34000,0.060682,0.056309
35000,0.066582,0.062129
36000,0.067164,0.062545
37000,0.068605,0.063812
38000,0.074663,0.068942
39000,0.072417,0.067435
40000,0.078125,0.071845
41000,0.089837,0.084638
42000,0.082539,0.077224
43000,0.079307,0.069981
44000,0.085966,0.080065
45000,0.083417,0.077722
46000,0.096748,0.090927
47000,0.086325,0.079607
48000,0.090183,0.083949
49000,0.112846,0.106581
50000,0.082603,0.078817
51000,0.060887,0.056964
52000,0.066493,0.062392
53000,0.061303,0.057290
54000,0.065697,0.061054
55000,0.077511,0.073343
56000,0.071070,0.066767
57000,0.069905,0.065584
58000,0.067714,0.063311
59000,0.070304,0.065828
60000,0.072803,0.068322
61000,0.081573,0.076892
62000,0.072893,0.066365
63000,0.072041,0.066801
64000,0.071213,0.066445
65000,0.074190,0.069339
66000,0.078399,0.073208
67000,0.076617,0.071344
68000,0.076747,0.071480
69000,0.085882,0.080676
70000,0.075285,0.069920
71000,0.078033,0.072633
72000,0.099388,0.093905
73000,0.101818,0.096256
74000,0.083087,0.077505
75000,0.087835,0.081740
76000,0.082946,0.077184
77000,0.083629,0.077827
78000,0.112194,0.106264
79000,0.091394,0.085458
80000,0.093955,0.087997
81000,0.087904,0.081751
82000,0.095385,0.089151
83000,0.092536,0.086265
84000,0.088224,0.081753
85000,0.110044,0.103448
86000,0.100693,0.094239
87000,0.099911,0.093439
88000,0.100864,0.094295
89000,0.109130,0.102429
90000,0.101890,0.093498
91000,0.093575,0.086550
92000,0.105633,0.098664
93000,0.119256,0.112268
94000,0.110617,0.103500
95000,0.102194,0.094588
96000,0.109573,0.102319
97000,0.137152,0.129753
98000,0.115944,0.108669
99000,0.122681,0.115167
100000,0.113869,0.106385
101000,0.118435,0.110844
102000,0.120612,0.112779
103000,0.115844,0.108142
104000,0.122396,0.114365
105000,0.116260,0.108414
106000,0.131075,0.123167
107000,0.111717,0.103795
108000,0.136988,0.128846
109000,0.118090,0.110058
110000,0.127494,0.119126
111000,0.140137,0.131462
112000,0.119628,0.110997
113000,0.141323,0.132807
114000,0.130113,0.121592
115000,0.125335,0.116743
116000,0.133468,0.124773
117000,0.140810,0.131711
118000,0.123194,0.114390
119000,0.144288,0.135394
120000,0.157362,0.148013
121000,0.155244,0.146181
122000,0.152666,0.143309
123000,0.146362,0.137132
124000,0.178324,0.168429
125000,0.137309,0.127825
126000,0.147295,0.137838
127000,0.144379,0.134659
