1000,0.002231,0.000126
2000,0.004795,0.001055
3000,0.006139,0.000380
4000,0.009262,0.000453
5000,0.012498,0.001202
6000,0.013794,0.001130
7000,0.014610,0.000754
8000,0.018241,0.002724
9000,0.023040,0.004192
10000,0.023076,0.001908
11000,0.022386,0.001771
12000,0.023587,0.001733
13000,0.027148,0.001015
14000,0.030545,0.003829
15000,0.034479,0.002824
16000,0.039940,0.004172
17000,0.034964,0.003202
18000,0.039092,0.004326
19000,0.044056,0.004146
20000,0.046942,0.003687
21000,0.041989,0.001939
22000,0.049082,0.005066
23000,0.049964,0.003868
24000,0.049489,0.002042
25000,0.051429,0.005256
26000,0.053715,0.004322
27000,0.058230,0.005059
28000,0.061940,0.006015
29000,0.063259,0.006625
30000,0.061579,0.005708
31000,0.062587,0.001920
32000,0.066338,0.004606
33000,0.067313,0.002565
34000,0.077056,0.012276
35000,0.087418,0.008677
36000,0.081266,0.008093
37000,0.075677,0.006777
38000,0.082971,0.007496
39000,0.083997,0.005948
40000,0.081811,0.003098
41000,0.101144,0.010300
42000,0.086083,0.007460
43000,0.107369,0.007880
44000,0.081213,0.006355
45000,0.056413,0.004666
46000,0.064872,0.007124
47000,0.061239,0.006464
48000,0.069396,0.005669
49000,0.062757,0.004957
50000,0.060436,0.002445
51000,0.060671,0.003303
52000,0.061292,0.004071
53000,0.068858,0.006521
54000,0.071350,0.005274
55000,0.078542,0.004481
56000,0.066213,0.004553
57000,0.071489,0.003775
58000,0.076847,0.006562
59000,0.067240,0.003771
60000,0.081217,0.006066
61000,0.076761,0.004726
62000,0.085963,0.004069
63000,0.079693,0.003775
64000,0.082190,0.004556
65000,0.082813,0.004555
66000,0.086568,0.007417
67000,0.084443,0.006361
68000,0.083206,0.003374
69000,0.095611,0.006476
70000,0.084298,0.003993
71000,0.088992,0.006286
72000,0.097079,0.008585
73000,0.089261,0.006707
74000,0.105014,0.017033
75000,0.108114,0.007242
76000,0.094683,0.007322
77000,0.105300,0.008735
78000,0.097493,0.007955
79000,0.102010,0.007939
80000,0.110845,0.007501
81000,0.106537,0.007977
82000,0.107955,0.006533
83000,0.121207,0.010655
84000,0.101648,0.006869
85000,0.102916,0.008046
86000,0.102705,0.008336
87000,0.115923,0.011857
88000,0.112847,0.010129
89000,0.110566,0.005768
90000,0.110366,0.006891
91000,0.124472,0.011942
92000,0.118777,0.010628
93000,0.120030,0.009926
94000,0.114032,0.009311
95000,0.116651,0.006108
96000,0.138536,0.014914
97000,0.128435,0.008447
98000,0.114664,0.008288
99000,0.122641,0.010163
100000,0.138085,0.007818
101000,0.124920,0.009479
102000,0.117772,0.006975
103000,0.117251,0.007545
104000,0.131684,0.010385
105000,0.120428,0.008690
106000,0.156471,0.012663
107000,0.140694,0.011442
108000,0.137980,0.011675
109000,0.137274,0.010182
110000,0.168643,0.010318
111000,0.136204,0.008141
112000,0.134625,0.010503
113000,0.140020,0.011520
114000,0.145831,0.012158
115000,0.144526,0.015905
116000,0.151334,0.011370
117000,0.149900,0.013719
118000,0.145983,0.012103
119000,0.151692,0.013005
120000,0.154813,0.014125
121000,0.148397,0.007474
122000,0.158353,0.006338
123000,0.146403,0.011653
124000,0.158591,0.012096
125000,0.183144,0.014637
126000,0.166552,0.014213
127000,0.181022,0.014534
128000,0.157515,0.012435
129000,0.152780,0.012415
130000,0.163721,0.012780
131000,0.174566,0.014999
132000,0.159662,0.010946
133000,0.176872,0.014801
134000,0.163225,0.011500
135000,0.167504,0.005807
136000,0.175944,0.012820
137000,0.159954,0.015996
138000,0.171701,0.012994
139000,0.167775,0.010802
140000,0.162520,0.011196
141000,0.165941,0.016008
142000,0.178983,0.008423
143000,0.196960,0.014363
144000,0.176774,0.012405
145000,0.181599,0.011312
146000,0.176384,0.011558
147000,0.184213,0.016520
148000,0.178097,0.008327
149000,0.172064,0.012787
150000,0.195306,0.016611
151000,0.182634,0.011498
152000,0.183188,0.014515
153000,0.196400,0.018653
154000,0.192019,0.013709
155000,0.193435,0.013594
156000,0.223491,0.014814
157000,0.224652,0.019625
158000,0.197021,0.011868
159000,0.198170,0.015720
160000,0.203727,0.016426
161000,0.210181,0.013798
162000,0.204373,0.011074
163000,0.210920,0.017970
164000,0.210816,0.017269
165000,0.207169,0.018316
166000,0.207099,0.017352
167000,0.212318,0.014159
168000,0.205778,0.017388
169000,0.221547,0.019588
170000,0.209002,0.011335
171000,0.210069,0.019012
172000,0.218288,0.016861
173000,0.224666,0.017040
174000,0.216705,0.018185
175000,0.214291,0.014868
176000,0.216349,0.018586
177000,0.235563,0.018316
